,OCC_CODE,TOT_EMP,EMP_PRSE,PCT_TOTAL,A_MEAN,MEAN_PRSE,A_PCT25,A_MEDIAN,A_PCT75,CPI,PRICE_INDEX,UNEMPLOYMENT_RATE,SP_INDEX,YEAR
1620,27-4014,60,24.5,0.0,59810,4.4,53420,57130,60840,250.792,128.2,3.8,2701.49,2018
1621,27-4020,60,24.6,0.0,49710,9.8,35010,43330,59740,250.792,128.2,3.8,2701.49,2018
1622,27-4021,60,24.6,0.0,49710,9.8,35010,43330,59740,250.792,128.2,3.8,2701.49,2018
1623,27-4030,30,28.3,0.0,42960,7.1,31300,37980,52500,250.792,128.2,3.8,2701.49,2018
1624,29-0000,11520,1.9,0.16,71750,0.5,54630,69700,86920,250.792,128.2,3.8,2701.49,2018
1625,29-1000,40,45.1,0.0,67110,8.5,51920,64910,76910,250.792,128.2,3.8,2701.49,2018
1626,29-1140,30,48.7,0.0,68460,8.4,53410,66620,77820,250.792,128.2,3.8,2701.49,2018
1627,29-1141,30,48.7,0.0,68460,8.4,53410,66620,77820,250.792,128.2,3.8,2701.49,2018
1628,29-9000,11420,1.9,0.16,71890,0.5,54770,69850,87090,250.792,128.2,3.8,2701.49,2018
1629,29-9010,11410,1.9,0.16,71900,0.5,54780,69850,87090,250.792,128.2,3.8,2701.49,2018
1630,29-9011,9350,2.2,0.13,73830,0.5,56840,71700,89050,250.792,128.2,3.8,2701.49,2018
1631,29-9012,2060,3.9,0.03,63110,1.4,45850,60330,77810,250.792,128.2,3.8,2701.49,2018
1633,33-0000,5800,6.5,0.08,37750,2.2,25280,32220,44370,250.792,128.2,3.8,2701.49,2018
1634,33-1000,150,20.9,0.0,63040,4.1,50430,61810,75640,250.792,128.2,3.8,2701.49,2018
1635,33-1090,150,20.9,0.0,63040,4.1,50430,61810,75640,250.792,128.2,3.8,2701.49,2018
1636,33-1099,150,20.9,0.0,63040,4.1,50430,61810,75640,250.792,128.2,3.8,2701.49,2018
1637,33-2000,80,36.4,0.0,57190,7,45420,56810,70060,250.792,128.2,3.8,2701.49,2018
1638,33-2020,80,37.6,0.0,57450,7.2,45990,56870,69850,250.792,128.2,3.8,2701.49,2018
1639,33-2021,80,37.6,0.0,57450,7.2,45990,56870,69850,250.792,128.2,3.8,2701.49,2018
1640,33-9000,5580,6.5,0.08,36800,2.3,25030,31610,41960,250.792,128.2,3.8,2701.49,2018
1641,33-9030,1600,11.1,0.02,35440,5.1,22650,29160,39950,250.792,128.2,3.8,2701.49,2018
1642,33-9032,1600,11.1,0.02,35440,5.1,22650,29160,39950,250.792,128.2,3.8,2701.49,2018
1643,33-9090,3980,7.9,0.06,37350,2.3,26250,32480,42980,250.792,128.2,3.8,2701.49,2018
1644,33-9091,3820,8.2,0.05,37500,2.4,26400,32570,43120,250.792,128.2,3.8,2701.49,2018
1645,33-9092,40,41.7,0.0,20590,6.3,18330,21220,21230,250.792,128.2,3.8,2701.49,2018
1646,33-9099,130,31.7,0.0,37830,5.1,26990,34170,44920,250.792,128.2,3.8,2701.49,2018
1647,35-0000,1420,5.4,0.02,27480,3.9,20630,23080,30870,250.792,128.2,3.8,2701.49,2018
1648,35-1000,130,7.3,0.0,50090,4.9,35820,46450,59250,250.792,128.2,3.8,2701.49,2018
1649,35-1010,130,7.3,0.0,50090,4.9,35820,46450,59250,250.792,128.2,3.8,2701.49,2018
1650,35-1011,70,9.2,0.0,56950,5.3,39080,53490,65800,250.792,128.2,3.8,2701.49,2018
1651,35-1012,60,10.5,0.0,42770,4.7,32900,41720,50600,250.792,128.2,3.8,2701.49,2018
1652,35-2000,310,10.5,0.0,29520,3.3,23650,28120,33100,250.792,128.2,3.8,2701.49,2018
1653,35-2010,290,10.5,0.0,29480,3.5,23620,28150,33210,250.792,128.2,3.8,2701.49,2018
1654,35-2012,80,33.3,0.0,27080,6.3,20200,25730,31850,250.792,128.2,3.8,2701.49,2018
1655,35-2014,190,7.7,0.0,29450,3.6,24340,28440,32930,250.792,128.2,3.8,2701.49,2018
1656,35-3000,680,5.6,0.01,24440,3.9,20220,21860,25670,250.792,128.2,3.8,2701.49,2018
1659,35-3020,120,7.9,0.0,21050,5.2,17800,19840,22400,250.792,128.2,3.8,2701.49,2018
1660,35-3021,100,9.5,0.0,20980,5.7,17680,19630,22350,250.792,128.2,3.8,2701.49,2018
